,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
25,0.978,0.043,0.206,0.009,0.165,0.919,0.004,0.005,0.0,0.003,0.0,0.608,0.965,0.44,0.007,0.007,0.568,0.005,0.937,0.234,0.019,0.0,0.007,0.0,0.73,1.0,0.886,0.009,0.012,0.433,0.001,0.002,0.007,0.461,0.005,0.948,0.003,0.729,0.001,0.106,0.668,0.171,0.0,0.005,0.768,0.0,0.484,0.0,0.0,0.004
26,0.954,0.002,0.073,0.005,0.353,0.995,0.007,0.007,0.001,0.009,0.0,0.313,0.754,0.722,0.005,0.005,0.859,0.0,0.666,0.089,0.009,0.0,0.004,0.001,0.96,0.886,1.0,0.0,0.013,0.189,0.006,0.0,0.004,0.242,0.006,0.986,0.01,0.477,0.005,0.03,0.385,0.062,0.001,0.0,0.487,0.0,0.755,0.0,0.0,0.001
27,0.003,0.984,0.74,0.229,0.002,0.0,0.157,0.121,0.009,0.713,0.016,0.286,0.043,0.001,0.074,0.053,0.001,0.056,0.055,0.669,0.475,0.008,0.235,0.005,0.001,0.009,0.0,1.0,0.423,0.447,0.9,0.98,0.691,0.378,0.549,0.004,0.211,0.19,0.868,0.892,0.246,0.81,0.003,0.995,0.165,0.002,0.005,0.008,0.021,0.004
28,0.008,0.319,0.096,0.919,0.002,0.005,0.716,0.7,0.071,0.874,0.131,0.002,0.009,0.004,0.598,0.419,0.002,0.455,0.006,0.058,0.995,0.081,0.91,0.072,0.005,0.012,0.013,0.423,1.0,0.015,0.711,0.531,0.926,0.007,0.97,0.013,0.857,0.001,0.754,0.216,0.0,0.127,0.044,0.484,0.001,0.031,0.001,0.055,0.186,0.034
29,0.336,0.59,0.916,0.004,0.011,0.221,0.0,0.002,0.001,0.101,0.001,0.962,0.597,0.032,0.001,0.001,0.067,0.001,0.636,0.953,0.024,0.003,0.001,0.0,0.115,0.433,0.189,0.447,0.015,1.0,0.2,0.348,0.073,0.997,0.04,0.3,0.002,0.876,0.177,0.747,0.914,0.894,0.0,0.412,0.84,0.0,0.048,0.0,0.003,0.001
30,0.002,0.813,0.45,0.504,0.003,0.004,0.295,0.239,0.022,0.951,0.042,0.113,0.001,0.001,0.197,0.115,0.001,0.127,0.007,0.378,0.755,0.014,0.42,0.009,0.004,0.001,0.006,0.9,0.711,0.2,1.0,0.963,0.903,0.177,0.851,0.006,0.401,0.054,0.994,0.622,0.071,0.481,0.008,0.934,0.037,0.006,0.0,0.014,0.05,0.006
31,0.0,0.934,0.606,0.342,0.005,0.001,0.186,0.151,0.011,0.838,0.017,0.188,0.015,0.003,0.124,0.09,0.0,0.076,0.027,0.551,0.617,0.013,0.317,0.006,0.002,0.002,0.0,0.98,0.531,0.348,0.963,1.0,0.779,0.286,0.7,0.0,0.274,0.109,0.927,0.806,0.166,0.697,0.01,0.997,0.086,0.001,0.003,0.004,0.026,0.003
32,0.007,0.559,0.229,0.741,0.003,0.007,0.487,0.465,0.03,0.998,0.061,0.011,0.003,0.001,0.359,0.241,0.003,0.273,0.003,0.169,0.961,0.054,0.709,0.026,0.01,0.007,0.004,0.691,0.926,0.073,0.903,0.779,1.0,0.054,0.992,0.01,0.633,0.002,0.947,0.356,0.004,0.242,0.032,0.72,0.004,0.017,0.002,0.023,0.091,0.017
33,0.39,0.528,0.899,0.001,0.017,0.294,0.0,0.0,0.001,0.065,0.002,0.979,0.67,0.046,0.0,0.001,0.079,0.0,0.732,0.928,0.015,0.001,0.0,0.0,0.136,0.461,0.242,0.378,0.007,0.997,0.177,0.286,0.054,1.0,0.027,0.32,0.0,0.921,0.163,0.701,0.947,0.829,0.003,0.365,0.881,0.0,0.061,0.002,0.001,0.0
34,0.011,0.458,0.162,0.816,0.0,0.008,0.609,0.58,0.05,0.972,0.095,0.004,0.01,0.006,0.463,0.311,0.005,0.354,0.005,0.105,0.983,0.056,0.781,0.043,0.005,0.005,0.006,0.549,0.97,0.04,0.851,0.7,0.992,0.027,1.0,0.015,0.728,0.001,0.879,0.328,0.004,0.19,0.03,0.621,0.0,0.017,0.002,0.036,0.116,0.017
