,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
36,0.009,0.115,0.009,0.135,0.764,0.382,0.325,0.868,0.008,0.07,0.065,0.981,0.711,0.923,0.839,0.208,0.399,0.028,0.028,0.609,0.147,0.292,0.006,0.154,0.433,0.907,0.003,0.82,0.997,0.03,0.774,0.935,0.018,0.348,0.001,0.0,1.0,0.006,0.014,0.994,0.969,0.001,0.481,0.011,0.986,0.001,0.201,0.029,0.002,0.221
37,0.996,0.67,0.989,0.63,0.095,0.299,0.357,0.041,0.996,0.766,0.81,0.002,0.105,0.021,0.048,0.516,0.287,0.915,0.929,0.156,0.63,0.399,0.974,0.566,0.279,0.037,0.999,0.072,0.002,0.895,0.07,0.0,0.882,0.346,0.957,0.913,0.006,1.0,0.978,0.007,0.0,0.958,0.192,0.965,0.001,0.862,0.487,0.941,0.987,0.455
38,0.993,0.816,0.996,0.777,0.152,0.439,0.505,0.097,0.983,0.899,0.914,0.009,0.187,0.06,0.104,0.665,0.403,0.982,0.992,0.238,0.739,0.544,0.998,0.701,0.364,0.076,0.967,0.107,0.021,0.962,0.117,0.001,0.965,0.479,0.885,0.809,0.014,0.978,1.0,0.017,0.001,0.839,0.306,0.999,0.01,0.778,0.633,0.997,0.915,0.615
39,0.01,0.127,0.011,0.163,0.812,0.416,0.374,0.898,0.009,0.083,0.075,0.977,0.714,0.956,0.866,0.245,0.427,0.029,0.034,0.655,0.157,0.319,0.017,0.187,0.483,0.934,0.004,0.837,0.999,0.057,0.833,0.902,0.044,0.413,0.002,0.0,0.994,0.007,0.017,1.0,0.932,0.003,0.558,0.022,0.948,0.0,0.249,0.03,0.003,0.285
40,0.001,0.049,0.003,0.045,0.608,0.227,0.195,0.71,0.001,0.033,0.021,0.991,0.536,0.799,0.673,0.118,0.256,0.007,0.006,0.436,0.078,0.188,0.002,0.085,0.299,0.76,0.002,0.612,0.952,0.016,0.637,1.0,0.01,0.236,0.0,0.0,0.969,0.0,0.001,0.932,1.0,0.0,0.329,0.004,1.0,0.0,0.11,0.008,0.001,0.122
41,0.904,0.496,0.904,0.462,0.027,0.164,0.22,0.009,0.927,0.595,0.618,0.0,0.047,0.006,0.022,0.323,0.154,0.758,0.797,0.064,0.436,0.233,0.875,0.409,0.133,0.006,0.963,0.019,0.002,0.727,0.03,0.0,0.725,0.192,0.999,0.994,0.001,0.958,0.839,0.003,0.0,1.0,0.103,0.859,0.0,0.985,0.331,0.803,0.988,0.282
42,0.255,0.683,0.262,0.732,0.93,0.971,0.941,0.852,0.238,0.587,0.597,0.399,0.959,0.769,0.886,0.853,0.977,0.418,0.399,0.992,0.761,0.927,0.283,0.777,0.993,0.788,0.192,0.915,0.526,0.452,0.917,0.293,0.439,0.96,0.103,0.062,0.481,0.192,0.306,0.558,0.329,0.103,1.0,0.363,0.37,0.059,0.865,0.383,0.12,0.881
43,0.985,0.832,0.991,0.81,0.16,0.467,0.509,0.101,0.983,0.908,0.923,0.007,0.182,0.067,0.119,0.709,0.448,0.989,0.995,0.257,0.771,0.583,0.998,0.725,0.417,0.087,0.959,0.116,0.022,0.971,0.13,0.004,0.989,0.519,0.867,0.792,0.011,0.965,0.999,0.022,0.004,0.859,0.363,1.0,0.008,0.736,0.631,0.998,0.905,0.66
44,0.004,0.064,0.003,0.067,0.608,0.261,0.211,0.725,0.004,0.037,0.018,0.997,0.552,0.842,0.702,0.123,0.268,0.01,0.014,0.489,0.083,0.189,0.009,0.105,0.312,0.788,0.0,0.639,0.968,0.009,0.634,0.995,0.008,0.24,0.0,0.0,0.986,0.001,0.01,0.948,1.0,0.0,0.37,0.008,1.0,0.0,0.13,0.016,0.0,0.14
45,0.812,0.383,0.803,0.348,0.014,0.104,0.122,0.004,0.842,0.452,0.494,0.0,0.027,0.003,0.013,0.23,0.105,0.653,0.683,0.032,0.301,0.151,0.773,0.252,0.076,0.008,0.888,0.004,0.001,0.613,0.009,0.0,0.602,0.098,0.978,0.998,0.001,0.862,0.778,0.0,0.0,0.985,0.059,0.736,0.0,1.0,0.225,0.686,0.933,0.21
46,0.553,0.952,0.598,0.975,0.619,0.952,0.976,0.531,0.518,0.908,0.89,0.158,0.703,0.423,0.577,1.0,0.937,0.784,0.758,0.79,0.986,0.991,0.612,0.993,0.924,0.475,0.467,0.601,0.226,0.775,0.592,0.104,0.792,0.962,0.346,0.27,0.201,0.487,0.633,0.249,0.11,0.331,0.865,0.631,0.13,0.225,1.0,0.683,0.43,0.999
47,0.983,0.893,0.978,0.84,0.195,0.522,0.568,0.126,0.968,0.928,0.96,0.009,0.254,0.08,0.143,0.739,0.496,0.996,1.0,0.289,0.827,0.607,0.99,0.767,0.44,0.094,0.931,0.144,0.015,0.986,0.168,0.002,0.992,0.556,0.837,0.719,0.029,0.941,0.997,0.03,0.008,0.803,0.383,0.998,0.016,0.686,0.683,1.0,0.882,0.681
48,0.964,0.573,0.949,0.54,0.054,0.221,0.248,0.02,0.975,0.739,0.713,0.001,0.065,0.009,0.035,0.419,0.217,0.837,0.85,0.106,0.527,0.299,0.935,0.451,0.184,0.021,0.989,0.042,0.002,0.8,0.039,0.0,0.837,0.26,0.995,0.961,0.002,0.987,0.915,0.003,0.001,0.988,0.12,0.905,0.0,0.933,0.43,0.882,1.0,0.372
49,0.514,0.93,0.564,0.96,0.681,0.961,0.976,0.557,0.52,0.893,0.863,0.185,0.748,0.445,0.609,1.0,0.956,0.726,0.698,0.791,0.972,0.992,0.629,0.99,0.928,0.473,0.424,0.606,0.264,0.792,0.636,0.096,0.743,0.974,0.319,0.232,0.221,0.455,0.615,0.285,0.122,0.282,0.881,0.66,0.14,0.21,0.999,0.681,0.372,1.0
